Zipcode,company_count,percentage
45166,1,0.0
45170,1,0.0
45176,1,0.0
4518,1,0.0
45202,1,0.0
45204,1,0.0
4521 AA,1,0.0
4521 BH,1,0.0
4521 BX,1,0.0
4521 CA,1,0.0
4521 GR,1,0.0
4521 PG,1,0.0
45210,1,0.0
4521AA,1,0.0
4521BW,1,0.0
4521CA,1,0.0
4521PW,1,0.0
4521RE,1,0.0
45224,1,0.0
45231,1,0.0
45237,1,0.0
45239,1,0.0
4524,1,0.0
4524 CE,1,0.0
4524 CK,1,0.0
4524 CL,1,0.0
4524 CW,1,0.0
4524 EB,1,0.0
4524 JC,1,0.0
4524 JW,1,0.0
4524075,1,0.0
45243,1,0.0
45246 3732,1,0.0
45247,1,0.0
4524AA,1,0.0
4524AC,1,0.0
4524BC,1,0.0
4524BT,1,0.0
4524CW,1,0.0
4524EM,1,0.0
4524KJ,1,0.0
4524MB,1,0.0
4525,1,0.0
45256,1,0.0
45256 OH,1,0.0
45263,1,0.0
4527 AG,1,0.0
4527 BR,1,0.0
4527 BT,1,0.0
4527 CZ,1,0.0
4527 DS,1,0.0
4527 GH,1,0.0
45276,1,0.0
45279,1,0.0
4527AV,1,0.0
4527BN,1,0.0
4527BW,1,0.0
4527ED,1,0.0
4527GH,1,0.0
4527PN,1,0.0
4528,1,0.0
4528 BT,1,0.0
4528 EW,1,0.0
4529 GB,1,0.0
4529 JN,1,0.0
4529 PP,1,0.0
4529 PR,1,0.0
4529GG,1,0.0
4529GZ,1,0.0
4529JC,1,0.0
4529JR,1,0.0
4529PW,1,0.0
453 8AE,1,0.0
4530 AA,1,0.0
4530 GC,1,0.0
45300,1,0.0
45308,1,0.0
45309,1,0.0
4530AA,1,0.0
4531,1,0.0
4531 BW,1,0.0
4531 CX,1,0.0
4531 GS,1,0.0
4531CW,1,0.0
4531GM,1,0.0
4531GP,1,0.0
4532 BC,1,0.0
4532 BR,1,0.0
4532 JB,1,0.0
45326,1,0.0
4534,1,0.0
45341,1,0.0
45342,1,0.0
4535,1,0.0
4535 AR,1,0.0
4535-055,1,0.0
4535-057,1,0.0
4535JC,1,0.0
45360 F,1,0.0
4536GZ,1,0.0
4537 AB,1,0.0
4537 AJ,1,0.0
4537 AL,1,0.0
4537 PC,1,0.0
4537AL,1,0.0
4537CD,1,0.0
4537DC,1,0.0
4537DH,1,0.0
4537PC,1,0.0
4538  AN,1,0.0
4538 AB,1,0.0
4538 AE,1,0.0
4538 AL,1,0.0
4538 BH,1,0.0
4538 BN,1,0.0
4538 BV,1,0.0
4538 PK,1,0.0
4538AA,1,0.0
4538AH,1,0.0
4538AJ,1,0.0
4538AM,1,0.0
4538AN,1,0.0
4538AS,1,0.0
4538AT,1,0.0
4538AX,1,0.0
4538AZ,1,0.0
4538BH,1,0.0
4538BJ,1,0.0
4538BL,1,0.0
4538BV,1,0.0
4541EA,1,0.0
4541HT,1,0.0
4541PE,1,0.0
4542,1,0.0
4542 AZ,1,0.0
4542 NM,1,0.0
4542 RW,1,0.0
4542 ba,1,0.0
45424,1,0.0
4542AA,1,0.0
4542NS,1,0.0
4542RX,1,0.0
4543,1,0.0
4543 NZ,1,0.0
4543PG,1,0.0
4543PL,1,0.0
4545,1,0.0
45475,1,0.0
45476,1,0.0
45480,1,0.0
45490,1,0.0
455-0032,1,0.0
455-8650,1,0.0
4550-110,1,0.0
45500,1,0.0
4551 AB,1,0.0
4551 BL,1,0.0
4551 CC,1,0.0
4551 CD,1,0.0
4551 CG,1,0.0
4551 GW,1,0.0
4551 HK,1,0.0
4551 LA,1,0.0
4551 LD,1,0.0
4551 MA,1,0.0
4551 TW,1,0.0
4551 bv,1,0.0
4551GT,1,0.0
4551MC,1,0.0
4552,1,0.0
45520,1,0.0
45525,1,0.0
4553,1,0.0
4553 AG,1,0.0
455300,1,0.0
4553BB,1,0.0
4553NH,1,0.0
4554 CA,1,0.0
4554 LC,1,0.0
4554 MB,1,0.0
455479,1,0.0
4554CP,1,0.0
4554LH,1,0.0
4554LW,1,0.0
45550,1,0.0
4556,1,0.0
45560,1,0.0
4560 547,1,0.0
4560-122,1,0.0
4560-123,1,0.0
4560-126,1,0.0
4560-451,1,0.0
4560-657,1,0.0
4560-750,1,0.0
4560-755,1,0.0
45601,1,0.0
4560AA,1,0.0
4561,1,0.0
4561 AJ,1,0.0
4561 AR,1,0.0
4561 AT,1,0.0
4561 AZ,1,0.0
4561 CN,1,0.0
4561 HC,1,0.0
4561 HK,1,0.0
4561 HM,1,0.0
4561 PH,1,0.0
4561 SC,1,0.0
4561 SJ,1,0.0
4561 TL,1,0.0
4561 WK,1,0.0
4561 hm,1,0.0
4561 xv,1,0.0
4561EJ,1,0.0
4561GD,1,0.0
4561GE,1,0.0
4561GH,1,0.0
4561GM,1,0.0
4561PB,1,0.0
4561PC,1,0.0
4561PH,1,0.0
4561RA,1,0.0
4561RK,1,0.0
4561RV,1,0.0
4561TG,1,0.0
45621-254,1,0.0
4562AW,1,0.0
4564 AD,1,0.0
4564 AG,1,0.0
4564 EZ,1,0.0
4564 RA,1,0.0
4564AM,1,0.0
4564RA,1,0.0
4565 ER,1,0.0
4565EV,1,0.0
4566 AG,1,0.0
4566 AJ,1,0.0
4566 BE,1,0.0
4566 RK,1,0.0
45661,1,0.0
45665,1,0.0
4566AH,1,0.0
4566BZ,1,0.0
4567 AP,1,0.0
4567 BR,1,0.0
4567 DG,1,0.0
4567 PD,1,0.0
4567AD,1,0.0
4567AR,1,0.0
4567AS,1,0.0
4567BL,1,0.0
4567DA,1,0.0
4568,1,0.0
4568 AG,1,0.0
4568 BG,1,0.0
4568 EG,1,0.0
4568 PG,1,0.0
4568 PK,1,0.0
4568 PT,1,0.0
45689,1,0.0
4568PH,1,0.0
4568pt,1,0.0
4569 TG,1,0.0
4569AJ,1,0.0
4570206,1,0.0
4571,1,0.0
4571 AZ,1,0.0
4571 BG,1,0.0
4571 CD,1,0.0
4571 DW,1,0.0
4571 EX,1,0.0
4571 GD,1,0.0
4571 GH,1,0.0
4571 GS,1,0.0
4571 HK,1,0.0
4571 HM,1,0.0
4571 HN,1,0.0
4571 KD,1,0.0
4571 LA,1,0.0
4571 RX,1,0.0
4571 SV,1,0.0
4571 SX,1,0.0
4571BM,1,0.0
4571LA,1,0.0
4571LH,1,0.0
4571SP,1,0.0
45739,1,0.0
4574 RE,1,0.0
4574NJ,1,0.0
4575 276,1,0.0
4575 NE,1,0.0
4575-058,1,0.0
4575-146,1,0.0
4575-459,1,0.0
4575-517,1,0.0
4575262,1,0.0
4575NE,1,0.0
4576 AD,1,0.0
4576 AM,1,0.0
4576 AP,1,0.0
4576 BH,1,0.0
45768,1,0.0
4576AP,1,0.0
4576BE,1,0.0
4576BT,1,0.0
4576CC,1,0.0
4576DE,1,0.0
458-8505,1,0.0
4580 053,1,0.0
4580-371,1,0.0
4580-402,1,0.0
4580130,1,0.0
4581 AE,1,0.0
4581 CC,1,0.0
4583,1,0.0
4583 RW,1,0.0
4584 LK,1,0.0
4585 251,1,0.0
4585 PN,1,0.0
4585-013,1,0.0
4585-172,1,0.0
4586AE,1,0.0
4587,1,0.0
4587 CJ,1,0.0
4587 EC,1,0.0
4587 RA,1,0.0
45879,1,0.0
4587LA,1,0.0
4587ZG,1,0.0
4588 KD,1,0.0
4588 KM,1,0.0
45881,1,0.0
45883,1,0.0
45884,1,0.0
45886,1,0.0
45888,1,0.0
45892,1,0.0
4595-069,1,0.0
45963,1,0.0
45966,1,0.0
4598,1,0.0
46-380,1,0.0
460 01,1,0.0
460-0008,1,0.0
460-003,1,0.0
460.0003,1,0.0
4600-012,1,0.0
4600-014,1,0.0
4600-073,1,0.0
4600-092,1,0.0
4600-219,1,0.0
4600-560,1,0.0
4600-614,1,0.0
4600-786,1,0.0
4600-788,1,0.0
46001,1,0.0
46004,1,0.0
46006601,1,0.0
46007,1,0.0
4600AD,1,0.0
4600AG,1,0.0
46011,1,0.0
46013,1,0.0
46014,1,0.0
46020,1,0.0
46029,1,0.0
46035,1,0.0
4604,1,0.0
46045,1,0.0
4605-008,1,0.0
4605-032,1,0.0
4605-467,1,0.0
4609,1,0.0
46090,1,0.0
461 38,1,0.0
4610 105,1,0.0
4610-108,1,0.0
4610-124,1,0.0
4611 AB,1,0.0
4611 BB,1,0.0
4611 DS,1,0.0
4611 GZ,1,0.0
4611 HC,1,0.0
4611 HR,1,0.0
4611 KG,1,0.0
4611 LL,1,0.0
4611 LM,1,0.0
4611 LP,1,0.0
4611 LR,1,0.0
4611 MK,1,0.0
4611 SL,1,0.0
4611 TG,1,0.0
4611 WB,1,0.0
4611 WJ,1,0.0
46114,1,0.0
46117,1,0.0
4611BB,1,0.0
4611BZ,1,0.0
4611CB,1,0.0
4611DL,1,0.0
4611HC,1,0.0
4611HR,1,0.0
4611JD,1,0.0
4611NB,1,0.0
4611RB,1,0.0
4612 PN,1,0.0
4612 PS,1,0.0
4612 RC,1,0.0
4612 RX,1,0.0
4612 px,1,0.0
46120,1,0.0
4612PA,1,0.0
4612PD,1,0.0
4612PN,1,0.0
4612PS,1,0.0
4612RA,1,0.0
4612RB,1,0.0
4613,1,0.0
4613 AJ,1,0.0
4613 BH,1,0.0
4613 BT,1,0.0
4613 DD,1,0.0
4613 DP,1,0.0
46135,1,0.0
4613AK,1,0.0
4613BC,1,0.0
4613BT,1,0.0
4613BV,1,0.0
4613BW,1,0.0
4613GE,1,0.0
4614  RN,1,0.0
4614 ED,1,0.0
4614 HB,1,0.0
4614 PJ,1,0.0
4614 RN,1,0.0
4614 RS,1,0.0
4614JV,1,0.0
4614RE,1,0.0
4614RK,1,0.0
4614RX,1,0.0
4615 AB,1,0.0
4615 AG,1,0.0
4615 AS,1,0.0
4615 EV,1,0.0
4615 HM,1,0.0
4615-028,1,0.0
4615-623,1,0.0
4615KB,1,0.0
4617 MK,1,0.0
4617 MP,1,0.0
46170,1,0.0
4617JH,1,0.0
46185,1,0.0
46190,1,0.0
46194,1,0.0
462 32,1,0.0
462 95,1,0.0
4620 -141,1,0.0
4620 610,1,0.0
4620 674,1,0.0
4620-028,1,0.0
4620-084,1,0.0
4620-141,1,0.0
4620-150,1,0.0
4620-286,1,0.0
4620-385,1,0.0
4620-455,1,0.0
4620-460,1,0.0
4620-620,1,0.0
4620-651,1,0.0
4620-662,1,0.0
4620-667,1,0.0
4620-797,1,0.0
4620656,1,0.0
4621 AK,1,0.0
4621 GX,1,0.0
4621 HE,1,0.0
4621 px,1,0.0
46210,1,0.0
46216,1,0.0
4621AP,1,0.0
4621CG,1,0.0
4621DD,1,0.0
4621bd,1,0.0
4622 RB,1,0.0
4622 RC,1,0.0
46220,1,0.0
4622AH,1,0.0
4622RC,1,0.0
4623 XB,1,0.0
4623AP,1,0.0
4623XB,1,0.0
4624 GN,1,0.0
4624 JE,1,0.0
4624 XE,1,0.0
4624CN,1,0.0
4624VA,1,0.0
4624VT,1,0.0
4625 BW,1,0.0
4625 CK,1,0.0
4625-049,1,0.0
4625-073,1,0.0
4625-384,1,0.0
4625-391,1,0.0
4625-529,1,0.0
4625-556,1,0.0
46251,1,0.0
4625BJ,1,0.0
4625BW,1,0.0
4626,1,0.0
46260,1,0.0
46268,1,0.0
46273,1,0.0
46278-1340,1,0.0
46282,1,0.0
46284,1,0.0
46286,1,0.0
4629,1,0.0
463 42,1,0.0
463-711,1,0.0
4630 285,1,0.0
4630-209,1,0.0
4630-242,1,0.0
46300,1,0.0
4631 AH,1,0.0
4631 EG,1,0.0
4631 GC,1,0.0
4631 NL,1,0.0
4631 PN,1,0.0
4631 RK,1,0.0
4631 SP,1,0.0
4631 SR,1,0.0
4631 ST,1,0.0
4631 TG,1,0.0
4631CR,1,0.0
4631CS,1,0.0
4631GG,1,0.0
4631HS,1,0.0
4631NJ,1,0.0
4631NL,1,0.0
4631NR,1,0.0
4631RD,1,0.0
4631SN,1,0.0
4631SV,1,0.0
46320,1,0.0
46334,1,0.0
4634 PH,1,0.0
4634 SC,1,0.0
4634TR,1,0.0
4635 AZ,1,0.0
4635 BT,1,0.0
4635 BV,1,0.0
4635-383,1,0.0
4635RL,1,0.0
4635RN,1,0.0
4636,1,0.0
46370,1,0.0
463867,1,0.0
4640,1,0.0
4640 000,1,0.0
4640 445,1,0.0
4640-262,1,0.0
4640-595,1,0.0
4640-634,1,0.0
46400,1,0.0
4641,1,0.0
4641 BL,1,0.0
4641 CN,1,0.0
4641 CZ,1,0.0
4641 DA,1,0.0
4641 HP,1,0.0
4641 HX,1,0.0
4641 JB,1,0.0
4641 JD,1,0.0
4641 KL,1,0.0
4641 PE,1,0.0
4641 RS,1,0.0
4641 SA,1,0.0
4641 SH,1,0.0
4641 SJ,1,0.0
4641 VZ,1,0.0
4641CG,1,0.0
4641PH,1,0.0
4641RN,1,0.0
4641RP,1,0.0
4641RS,1,0.0
4641SG,1,0.0
4641SJ,1,0.0
4641SP,1,0.0
4642,1,0.0
4643,1,0.0
4645 BG,1,0.0
4645 BJ,1,0.0
4645 CT,1,0.0
4645 EZ,1,0.0
4645 GM,1,0.0
4645 GN,1,0.0
4645 RB,1,0.0
4645 RG,1,0.0
4645 RT,1,0.0
4645BB,1,0.0
4645BL,1,0.0
4645CR,1,0.0
4645CS,1,0.0
4645HP,1,0.0
4648,1,0.0
46485,1,0.0
46499,1,0.0
4650-222,1,0.0
4650-665,1,0.0
46500,1,0.0
46509,1,0.0
4651 GE,1,0.0
4651 PC,1,0.0
4651 SH,1,0.0
4651 SK,1,0.0
4651 VG,1,0.0
4651 VZ,1,0.0
4651 XD,1,0.0
4651 st,1,0.0
46519,1,0.0
4651AA,1,0.0
4651GB,1,0.0
4651NX,1,0.0
4651SM,1,0.0
4651SP,1,0.0
4651VW,1,0.0
4651ZB,1,0.0
46520,1,0.0
46521,1,0.0
46530,1,0.0
46535,1,0.0
46540,1,0.0
46550,1,0.0
46562,1,0.0
46565,1,0.0
46569,1,0.0
4659,1,0.0
465TG,1,0.0
466 00,1,0.0
4660-013,1,0.0
4660-055,1,0.0
4660-103,1,0.0
4660-213,1,0.0
4660-226,1,0.0
4661,1,0.0
4661 AA,1,0.0
4661 EP,1,0.0
4661 HK,1,0.0
4661 HS,1,0.0
4661 HW,1,0.0
4661 PB,1,0.0
4661 PZ,1,0.0
4661 RH,1,0.0
4661 TW,1,0.0
4661 TX,1,0.0
4661 VM,1,0.0
4661HW,1,0.0
4661NP,1,0.0
4661TX,1,0.0
4661VL,1,0.0
46628,1,0.0
4664 RB,1,0.0
4665,1,0.0
467-701,1,0.0
46702,1,0.0
4671 CG,1,0.0
4671 RP,1,0.0
46715,1,0.0
4671CM,1,0.0
4671RA,1,0.0
4671TD,1,0.0
46725,1,0.0
4672505,1,0.0
4672AE,1,0.0
46730,1,0.0
4675 AW,1,0.0
4675 CD,1,0.0
4675 rk,1,0.0
46780,1,0.0
468 45,1,0.0
46808,1,0.0
46812,1,0.0
4681SM,1,0.0
4687,1,0.0
4690 - 032,1,0.0
4690 - 697,1,0.0
4690 - 703,1,0.0
4690 -680,1,0.0
4690 106,1,0.0
4690 363,1,0.0
4690-038,1,0.0
4690-040,1,0.0
4690-042,1,0.0
4690-043,1,0.0
4690-047,1,0.0
4690-058,1,0.0
4690-115,1,0.0
4690-176,1,0.0
4690-443,1,0.0
4690-475,1,0.0
4690-484,1,0.0
4690-584,1,0.0
4690-588,1,0.0
4690-616,1,0.0
4690-700,1,0.0
4690-722,1,0.0
4690047,1,0.0
4691,1,0.0
4691  SG,1,0.0
4691 CX,1,0.0
4691 DA,1,0.0
4691 GS,1,0.0
4691 RC,1,0.0
4691 RW,1,0.0
4691EA,1,0.0
4691ST,1,0.0
4691TB,1,0.0
4691bz,1,0.0
4693PP,1,0.0
46940,1,0.0
4695 BA,1,0.0
4695 CN,1,0.0
4695 PB,1,0.0
4695 RS,1,0.0
4695BN,1,0.0
46972,1,0.0
4697EH,1,0.0
4697PC,1,0.0
4698 BN,1,0.0
4698 CM,1,0.0
4698 PT,1,0.0
46988,1,0.0
4698PS,1,0.0
469977,1,0.0
47,1,0.0
47-100,1,0.0
47-120,1,0.0
47-175,1,0.0
47-246,1,0.0
47-300,1,0.0
47-400,1,0.0
47-480,1,0.0
4700 565,1,0.0
4700 AC,1,0.0
4700 AH,1,0.0
4700 BB,1,0.0
4700 BK,1,0.0
4700-202,1,0.0
4700-234,1,0.0
4700-239,1,0.0
47000,1,0.0
4700239,1,0.0
47005,1,0.0
47007,1,0.0
4700727,1,0.0
47008,1,0.0
4700BT,1,0.0
4701 AD,1,0.0
4701 AG,1,0.0
4701 AM,1,0.0
4701 CD,1,0.0
4701 EN,1,0.0
4701 GC,1,0.0
4701 GW,1,0.0
4701 HK,1,0.0
4701 JK,1,0.0
4701 JT,1,0.0
4701 NT,1,0.0
4701 PT,1,0.0
4701 PW,1,0.0
4701-971,1,0.0
47011,1,0.0
47016,1,0.0
47019,1,0.0
4701AM,1,0.0
4701BK,1,0.0
4701CW,1,0.0
4701CZ,1,0.0
4701GN,1,0.0
4701LD,1,0.0
4701LL,1,0.0
4702 EB,1,0.0
4702 GS,1,0.0
4702 GZ,1,0.0
4702 LC,1,0.0
4702 RZ,1,0.0
4702 VM,1,0.0
4702 VT,1,0.0
4702 VV,1,0.0
4702 VZ,1,0.0
4702 XH,1,0.0
47020,1,0.0
47023,1,0.0
47025,1,0.0
4703,1,0.0
4703 AA,1,0.0
4703 AK,1,0.0
4703 BH,1,0.0
4703 RE,1,0.0
4703 RJ,1,0.0
4703BK,1,0.0
4703BT,1,0.0
4703GG,1,0.0
4703RB,1,0.0
4703RC,1,0.0
4703RD,1,0.0
4703SM,1,0.0
4703XA,1,0.0
4704 AD,1,0.0
4704 RA,1,0.0
4704 RJ,1,0.0
4704 RS,1,0.0
4704 RV,1,0.0
4704 SV,1,0.0
4704RM,1,0.0
4704RT,1,0.0
4704SC,1,0.0
4704SV,1,0.0
4705  RA,1,0.0
4705 AG,1,0.0
4705 AJ,1,0.0
4705 RA,1,0.0
4705 RC,1,0.0
4705 RT,1,0.0
4705-002,1,0.0
4705-068,1,0.0
4705-341,1,0.0
4705-629,1,0.0
4705-645,1,0.0
4705RD,1,0.0
4705RN,1,0.0
4705RT,1,0.0
4706 BP,1,0.0
4706 CK,1,0.0
4706 JN,1,0.0
4706 LM,1,0.0
4706 NG,1,0.0
4706 NK,1,0.0
4706 PH,1,0.0
4706 PJ,1,0.0
4706 PK,1,0.0
4706 PL,1,0.0
4706 PN,1,0.0
4706 TD,1,0.0
4706 pb,1,0.0
4706EG,1,0.0
4706JZ,1,0.0
4706LZ,1,0.0
4706NG,1,0.0
4706PH,1,0.0
4706PM,1,0.0
4706PZ,1,0.0
4706TC,1,0.0
4706VB,1,0.0
4706VM,1,0.0
4707,1,0.0
4707 AR,1,0.0
4707 BX,1,0.0
4707 CA,1,0.0
4707 LB,1,0.0
4707 LZ,1,0.0
4707 RL,1,0.0
4707 TD,1,0.0
4707 VZ,1,0.0
4707BS,1,0.0
4707CR,1,0.0
4707LZ,1,0.0
4708 AE,1,0.0
4708 AL,1,0.0
4708 AM,1,0.0
4708 AX,1,0.0
4708 CB,1,0.0
4708 LX,1,0.0
4708 NA,1,0.0
4708 PH,1,0.0
47089,1,0.0
4708AJ,1,0.0
4708AL,1,0.0
4708CE,1,0.0
4708CH,1,0.0
4708EL,1,0.0
4708PJ,1,0.0
4709 AB,1,0.0
4709 AD,1,0.0
4709 AG,1,0.0
4709 BK,1,0.0
4709 RB,1,0.0
4709BE,1,0.0
4709BK,1,0.0
471-8571,1,0.0
4710-074,1,0.0
4711 CB,1,0.0
4711 CK,1,0.0
4711 CM,1,0.0
4711 CS,1,0.0
4711 CT,1,0.0
4711 EH,1,0.0
4711 ER,1,0.0
4711 GC,1,0.0
4711 GM,1,0.0
4711 GP,1,0.0
4711 HR,1,0.0
4711 JP,1,0.0
4711 MC,1,0.0
4711 NG,1,0.0
4711 RN,1,0.0
4711 RR,1,0.0
4711 SH,1,0.0
4711 VE,1,0.0
47110,1,0.0
4711CM,1,0.0
4711ED,1,0.0
4711LK,1,0.0
4711PD,1,0.0
4711PP,1,0.0
4712,1,0.0
47122,1,0.0
47130,1,0.0
4714 BE,1,0.0
4714 BT,1,0.0
4714 CC,1,0.0
4714 HD,1,0.0
4714 RC,1,0.0
4714 RG,1,0.0
4714 RR,1,0.0
47141,1,0.0
4714RC,1,0.0
4715 BG,1,0.0
4715 CH,1,0.0
4715 RZ,1,0.0
4715-166,1,0.0
47150,1,0.0
47151,1,0.0
4715BD,1,0.0
4715CH,1,0.0
4715RH,1,0.0
4715RS,1,0.0
4715RZ,1,0.0
47181,1,0.0
47189,1,0.0
471900,1,0.0
47194,1,0.0
4720 405,1,0.0
4720-061,1,0.0
4720-343,1,0.0
4720-393,1,0.0
47200,1,0.0
4721 SJ,1,0.0
4722 SB,1,0.0
47222,1,0.0
47226,1,0.0
47229,1,0.0
47230,1,0.0
4724 BM,1,0.0
4724 CK,1,0.0
4724 EE,1,0.0
4724 SL,1,0.0
4724 SM,1,0.0
4724 SN,1,0.0
4724SW,1,0.0
4725 SH,1,0.0
4725 SN,1,0.0
4725 st,1,0.0
4725AC,1,0.0
4726 BC,1,0.0
4726 SJ,1,0.0
4726 SR,1,0.0
4726 TD,1,0.0
4726 TG,1,0.0
4726 sj,1,0.0
47269,1,0.0
4726AW,1,0.0
4726SC,1,0.0
4727 RB,1,0.0
4727 SV,1,0.0
47270,1,0.0
47280,1,0.0
47288,1,0.0
47301,1,0.0
4731 BZ,1,0.0
4731 CJ,1,0.0
4731 CZ,1,0.0
4731 DL,1,0.0
4731 ER,1,0.0
4731 re,1,0.0
47310,1,0.0
4731DD,1,0.0
4731DM,1,0.0
4731HM,1,0.0
4731TV,1,0.0
4732,1,0.0
473260,1,0.0
4735 BM,1,0.0
4736,1,0.0
4740-013,1,0.0
4740-205,1,0.0
4740-473,1,0.0
4740-543,1,0.0
4740-613,1,0.0
4740-634,1,0.0
4740-635,1,0.0
4740-637,1,0.0
47400,1,0.0
4741,1,0.0
4741 JC,1,0.0
4741 RE,1,0.0
4741 TP,1,0.0
4741 TS,1,0.0
4741 TW,1,0.0
4741BK,1,0.0
4741DL,1,0.0
4741RJ,1,0.0
4741RM,1,0.0
4741TL,1,0.0
4743,1,0.0
4744 RA,1,0.0
4744GC,1,0.0
47450,1,0.0
4747DC,1,0.0
47495,1,0.0
4750-253,1,0.0
4750-626,1,0.0
47500,1,0.0
4751 AM,1,0.0
4751 RM,1,0.0
4751 RP,1,0.0
4751 RT,1,0.0
4751 SJ,1,0.0
4751 TM,1,0.0
4751 VK,1,0.0
4751 VL,1,0.0
4751 VM,1,0.0
4751 WJ,1,0.0
4751 XE,1,0.0
4751 XJ,1,0.0
4751 XN,1,0.0
4751 dm,1,0.0
4751 xs,1,0.0
4751AX,1,0.0
4751EA,1,0.0
4751RA,1,0.0
4751RT,1,0.0
4751SC,1,0.0
4751TM,1,0.0
4751VJ,1,0.0
4751VK,1,0.0
4751WD,1,0.0
4751XD,1,0.0
4751XM,1,0.0
4755,1,0.0
47551,1,0.0
4756,1,0.0
4756 TE,1,0.0
4756CP,1,0.0
47589,1,0.0
4758AB,1,0.0
4758BE,1,0.0
4759 AD,1,0.0
4760 184,1,0.0
4760-010,1,0.0
4760-012,1,0.0
4760-057,1,0.0
4760-153,1,0.0
4760-337,1,0.0
4760-725,1,0.0
4760-739,1,0.0
47600,1,0.0
4761 BA,1,0.0
4761 CJ,1,0.0
4761 DK,1,0.0
4761 DP,1,0.0
4761 DR,1,0.0
4761 PJ,1,0.0
4761 PR,1,0.0
4761 RV,1,0.0
4761 RW,1,0.0
4761 SL,1,0.0
4761 TD,1,0.0
4761 VA,1,0.0
4761 VG,1,0.0
4761 ZV,1,0.0
4761CR,1,0.0
4761RK,1,0.0
4761RZ,1,0.0
4761ZC,1,0.0
4762 AE,1,0.0
4762 AR,1,0.0
47623,1,0.0
4762AE,1,0.0
4762AN,1,0.0
4762AT,1,0.0
4762AV,1,0.0
4762BC,1,0.0
4763,1,0.0
4765 SN,1,0.0
47652,1,0.0
4765CP,1,0.0
47665,1,0.0
4770-606,1,0.0
4770-785,1,0.0
4770-788,1,0.0
47700,1,0.0
4771 PA,1,0.0
4771 PB,1,0.0
4772,1,0.0
4772RA,1,0.0
4776,1,0.0
4780 LM,1,0.0
4780 LX,1,0.0
4780-128,1,0.0
4780-584,1,0.0
4782 PD,1,0.0
4782 PV,1,0.0
4782 se,1,0.0
4782AE,1,0.0
4782PM,1,0.0
4782PV,1,0.0
4782PZ,1,0.0
4782SL,1,0.0
4782SM,1,0.0
4785-309,1,0.0
4785-509,1,0.0
4785-627,1,0.0
47853,1,0.0
4786,1,0.0
47865,1,0.0
4787,1,0.0
47895,1,0.0
47899,1,0.0
4791 EZ,1,0.0
4791 PC,1,0.0
4791 RA,1,0.0
4791 RN,1,0.0
4791 RT,1,0.0
4791 RV,1,0.0
4791 RZ,1,0.0
4791 SG,1,0.0
4791 pb,1,0.0
4791 rt,1,0.0
4791JR,1,0.0
4791PB,1,0.0
4791RV,1,0.0
4792,1,0.0
4793 EM,1,0.0
4793 GJ,1,0.0
4793 HA,1,0.0
4793 SK,1,0.0
4793EV,1,0.0
4794 SM,1,0.0
4794SL,1,0.0
4794SN,1,0.0
4794SW,1,0.0
4795,1,0.0
4796 SB,1,0.0
4797 AX,1,0.0
4797 SC,1,0.0
4797 SG,1,0.0
4797 SJ,1,0.0
4797 SM,1,0.0
4797EM,1,0.0
48 385,1,0.0
48-100,1,0.0
48-340,1,0.0
4800 CC,1,0.0
4800 DD,1,0.0
4800 GA,1,0.0
48003,1,0.0
48005,1,0.0
48007,1,0.0
4801 DZ,1,0.0
4801 LK,1,0.0
4801-914,1,0.0
48011,1,0.0
48012,1,0.0
48013,1,0.0
48015,1,0.0
48017,1,0.0
48020,1,0.0
48024,1,0.0
48025,1,0.0
48031,1,0.0
48033,1,0.0
4803EX,1,0.0
4807,1,0.0
48075,1,0.0
4808,1,0.0
48080,1,0.0
4810-214,1,0.0
4811 AG,1,0.0
4811 AH,1,0.0
4811 AP,1,0.0
4811 BH,1,0.0
4811 BK,1,0.0
4811 CT,1,0.0
4811 DP,1,0.0
4811 DW,1,0.0
4811 EE,1,0.0
4811 EM,1,0.0
4811 GS,1,0.0
4811 HJ,1,0.0
4811 HL,1,0.0
4811 JE,1,0.0
4811 KX,1,0.0
4811 LW,1,0.0
4811 ND,1,0.0
4811 NN,1,0.0
4811 NR,1,0.0
4811 SW,1,0.0
4811 TP,1,0.0
4811 VB,1,0.0
4811 WL,1,0.0
4811 XD,1,0.0
4811 XR,1,0.0
4811 ZW,1,0.0
4811 ca,1,0.0
48110,1,0.0
4811AB,1,0.0
4811AH,1,0.0
4811AM,1,0.0
4811AX,1,0.0
4811CE,1,0.0
4811DH,1,0.0
4811GC,1,0.0
4811KK,1,0.0
4811SL,1,0.0
4811TS,1,0.0
4811VB,1,0.0
4811VM,1,0.0
4811XG,1,0.0
4811ZW,1,0.0
4812,1,0.0
4812 BB,1,0.0
4812 JE,1,0.0
4812 PP,1,0.0
4812 PR,1,0.0
4812 XR,1,0.0
48122,1,0.0
4813 EE,1,0.0
4813 EJ,1,0.0
4813 EL,1,0.0
4813 GW,1,0.0
4813 KX,1,0.0
4813 XG,1,0.0
4813 bd,1,0.0
48130,1,0.0
4813DA,1,0.0
4813EJ,1,0.0
4813XE,1,0.0
4813XH,1,0.0
4814,1,0.0
4814 GE,1,0.0
4814 HH,1,0.0
4814 ND,1,0.0
4814 RD,1,0.0
4814 RN,1,0.0
4814 SB,1,0.0
4814 rz,1,0.0
48147,1,0.0
4814AB,1,0.0
4814GA,1,0.0
4814NE,1,0.0
